Gene	ER	ER.1	ER.2	ER.3	TNBC	ER.4	TNBC.1	ER.5	ER.6	ER.7	ER.8	ER.9	TNBC.2	ER.10	ER.11	TNBC.3	ER.12	ER.13	ER.14	ER.15	TNBC.4	ER.16	ER.17	ER.18	ER.19	TNBC.5	ER.20
ACD	0.215415446	0.063794185	0.132497388	0.505209299	0.654054786	0.57032932	0.066347313	0.502917016	0.306115298	0.606606914	-0.19151638	0.541064796	0.199359507	1.421517989	-0.230101888	0.290339517	0.078574877	0.01474954	0.010195775	1.034262892	0.521052314	-0.144133356	0.130887897	0.465530031	1.819459151	0.60272251	0.451075384
ACE	-1.227266632	0.153915724	0.03006127	-0.022181025	0.012977	-0.200428554	0.515589847	0.666227514	-0.417618613	-0.093954299	-0.196556355	1.985621505	0.158825729	1.432533156	-0.337832863	0.180411683	0.033122655	-0.094337146	0.324544135	-0.743991655	0.049338139	-0.45560233	0.586363244	0.835841484	0.108752428	1.440161243	0.117503216
ACIN1	-0.926572524	0.123865825	0.011175208	-0.092998501	-0.079131323	0.063362026	0.090006927	-0.128876817	-0.022758135	-0.810535435	0.106838505	-0.784981159	0.039600246	-0.708267797	0.276244802	-0.109715225	0.226550143	-0.027245088	0.076574883	-1.023178266	-0.358126196	-0.180802186	-0.173591056	-0.326292093	-0.93811784	-0.319757927	-0.172347481
ACLY	-0.092009673	0.09514903	0.043199668	-0.350455219	-0.638868195	-0.228368709	-0.846060477	-0.662818503	-0.105525833	0.699442137	-0.109549635	-0.071716724	0.13115397	-0.373767122	-0.388342394	0.102323886	0.290565974	-0.184938333	-0.695483694	-0.729518591	0.266244672	-0.095706493	-0.071477847	-0.133936613	-0.282045417	-0.711838917	-0.711844561
ACO1	0.323878475	-0.377790432	0.115366843	0.57088304	-4.08e-05	0.493846644	0.577064958	0.234914691	0.376968534	0.422785626	-0.032211903	0.4496259	0.199077054	0.7817155	-0.528659742	0.142323875	0.120593606	0.051451585	0.23126618	0.656626121	0.380488418	0.504277218	0.598266581	-0.409169914	0.573477438	0.160019833	0.1461904
ACO2	0.568409137	-0.064699508	-0.298464048	0.000366229	-0.158645671	-0.527960424	-0.350082696	-0.387611305	0.499430884	0.671358912	0.322229656	0.315550648	-0.356533665	0.272540569	-0.019391628	-0.287183473	-0.610099305	-0.250131716	-0.103679595	0.387161859	0.213198764	-0.237564872	-0.235924564	-0.411796777	0.564129768	0.175323116	-0.479486095
ACOT1	0.752262258	0.015544443	-0.866393549	0.227462354	0.162165269	-0.196667619	-0.956546926	0.054015017	0.771075315	0.38261741	0.439203691	0.605409159	-0.526210663	0.394973211	0.424422718	-0.458630682	0.362870974	0.181216791	-0.425015775	0.557908232	-0.382486952	-0.409995952	0.004865603	-0.678147371	0.56463145	-0.18974226	-0.112439363
ACOT11	0.729940913	0.416150207	-0.075757432	-0.471224015	0.37916062	-0.398750677	-0.751443589	-0.109074738	1.196884818	0.250675436	0.132853624	-0.192204474	-0.122345575	0.163906878	0.155283303	-0.234894292	-0.959050365	-0.063098364	-0.267391784	0.16898074	0.142082796	1.020279903	-0.353469905	0.153074438	0.824452169	0.018086515	-0.230789231
ACOT13	0.613163197	0.014538927	-0.123578962	0.125285862	0.784614561	0.308061093	0.022070247	-0.02303718	0.410982261	0.98951552	0.061935884	0.122941557	-0.492993288	0.178890717	0.276954978	-0.373125221	-0.029746471	-0.410026326	-0.369316327	0.41191366	-0.074394858	-0.198311048	-0.175071859	0.033865411	1.121602739	-0.014315869	-0.319998236
ACOT2	0.765413148	0.046958047	-0.906039776	0.166325702	0.133394185	-0.252667463	-0.972126521	-0.011987799	0.754038426	0.272473372	0.527827046	0.579674697	-0.525725401	0.297601013	0.423988052	-0.535160458	0.355440307	0.149980963	-0.472193052	0.524238683	-0.405326729	-0.439107017	0.005390779	-0.696836076	0.525515934	-0.247210575	-0.201423928
ACOT4	-0.518698958	-0.762363877	-0.465632461	-0.336154481	-0.699706403	-0.753452175	-1.219624242	-0.938792519	-0.020559051	0.003206453	0.01773243	0.258990619	0.155738273	0.049861009	0.314370734	-0.630534305	0.717543244	0.38101799	-0.601718483	0.05984693	-1.63837725	-0.123533693	-0.633428282	-0.546957874	-0.881973123	-0.663966186	-0.747577766
ACOT7	-0.044939075	0.662702279	-0.042328072	0.369521103	-0.009231175	-0.277675124	-0.628747122	-0.376079164	0.431148916	1.120519347	-0.587321213	0.596734843	0.188535185	0.835616648	0.14304025	0.135159307	-0.252125669	-0.218011695	-0.81790643	-0.051958599	0.548327128	-0.396391892	-0.233256719	0.090774716	0.736462251	-0.37896496	0.321947028
ACOT8	-0.02342339	0.087667779	-0.160459835	-0.267248159	-0.361034505	-0.702262377	-0.71054732	-0.275620294	-0.591813418	-0.016022854	-0.013469892	-0.517548842	0.043135777	0.128579577	0.076148689	-0.089926264	-0.003671164	-0.105109349	-0.501124662	-1.169981462	0.15068968	0.617444178	-0.081657971	0.033630164	-0.462920889	-0.248892155	-0.123896621
ACOT9	0.231841475	-0.038791832	-0.075705112	0.148691659	-0.017972945	-0.172907169	0.028711382	0.160353786	-0.015039281	-0.378443125	0.108265563	-0.099919636	0.180737244	0.326938432	0.144692334	0.076423768	-1.107574745	0.143965934	0.128909202	0.074616513	0.57505861	-0.473696464	-0.099301471	-0.102730062	0.071733601	0.700954116	0.053438343
ACOX1	0.403554019	0.193578756	0.074374896	-0.138537871	-0.368657976	-0.557590278	-0.536962824	-0.547026196	-0.218712877	0.388324388	0.180890228	0.382501904	0.216532576	0.549422437	-0.674518075	0.209945582	-1.028523167	-0.608757909	-0.758575112	-0.004550481	-0.15065088	-0.809389887	-0.482199582	-0.402749893	0.480960225	-0.589982964	-0.396783429
ACOX3	0.844675687	0.473602928	0.623255261	-0.212327427	-1.039487997	-0.573649389	-0.8093835	-0.380735908	-0.383491949	0.067546299	-0.155763913	0.36322781	0.28617834	-0.101537849	-0.344010891	0.186752246	-1.054544037	0.681062444	-0.62433856	1.041015579	0.343858487	-0.300766855	-0.353887071	-0.567576144	0.909459863	-0.754251244	-0.867863471
ACP1	0.853181002	-0.013160381	0.290898545	0.322362264	-0.085855617	0.404766681	0.43459836	-0.480125573	0.115158578	0.800489506	-0.082568144	0.851006259	-0.398739941	0.518057104	-0.366331737	-0.267519333	-0.03970535	-0.272218872	-0.114157884	0.815051519	0.076558237	-0.104301049	0.003345305	0.354951278	0.683297449	-0.224627018	0.003597849
ACP2	0.429968658	-0.20671929	-0.546956805	-0.022703082	-0.094198807	-0.348138231	-0.105106646	-0.509709631	-0.128369724	1.065107063	0.383044996	0.348875532	0.231997555	0.49685602	-0.426821384	0.051150087	0.517995207	-0.456706621	0.16835119	0.506048701	-0.039348725	-0.486711634	0.218120349	0.347443258	0.939805789	-0.293601225	0.37898644
ACP5	0.175279558	0.463015022	0.086249029	0.418412811	0.202108558	0.189365779	-0.487453531	0.205139569	-0.482567365	1.455975745	0.307495756	1.357376879	0.683288902	0.980784855	-0.20029363	0.353279573	-0.201949001	0.320879326	-0.56528187	0.29703134	0.603847643	0.099323349	1.110325071	0.712299601	0.982549789	0.646575525	0.065910491
ACP6	0.628234984	-0.909098319	1.273751782	-0.392863475	0.113231983	0.431087782	0.309490154	0.121033768	0.635622854	0.92170775	0.194659891	1.018806522	-0.086327955	0.799649093	-0.103457148	-0.050348549	0.5540891	-0.586965357	-0.205915157	0.616969307	-0.089407187	1.090383864	0.546758241	0.45926507	0.38843091	0.206205029	-0.293214813
ACSF2	0.14959914	-0.964251679	0.370473449	0.307887043	-0.617555197	0.02486304	-1.257530072	-0.152014004	1.155288752	0.614709586	0.415162512	0.09548243	-0.290590143	-0.181014622	0.325231715	-0.199816965	-0.491416696	-0.34095151	-0.182558774	0.526033707	-0.297266529	0.409436784	-0.226959234	-0.015667202	0.034475996	-0.532732514	-0.286652963
ACSF3	-0.433352943	0.336556555	0.602259777	0.379696287	0.381690105	0.525895928	-0.059504035	0.216367314	0.633351572	-0.655572107	-0.03798192	-0.582524419	0.020230844	-0.620816996	0.673228343	-0.070254998	1.052051965	0.466351145	0.151502607	-0.271201655	-0.631669119	-0.230388256	0.003807273	0.163256514	-0.793000838	0.521740592	0.309047783
ACSL1	0.17907196	-0.762084058	-0.389601148	0.427014755	0.116687517	0.150902785	-0.133808744	-0.397032281	-0.348100152	0.010474945	-0.398401851	0.072439449	0.306934676	0.265608335	-0.771905014	0.168086526	-1.29412951	0.016014447	-0.065232473	0.316538106	0.447246409	-0.61897986	0.793645938	0.004120352	0.935977656	0.299190502	1.061610023
ACSL3	-0.744240419	0.638526303	0.242446893	-0.689082207	-0.189627036	-0.917736257	0.265258397	-0.297491804	-0.099921156	-0.142734117	-0.156901345	0.404025696	0.821026278	-0.085210343	0.037066542	0.666888704	-0.163747212	-0.27966764	-0.583343907	-0.084282761	0.626488647	0.167565633	-0.267933019	0.020645403	-0.648382607	-0.0663865	-0.779424936
ACSL4	-0.012597415	0.212755001	-0.262022954	0.286366749	0.284851964	-0.235859698	-0.347020195	-0.131055411	-0.123472654	0.366636739	-0.01136442	0.1162851	0.108472334	0.551369717	-0.153134061	0.137217787	-0.891645204	0.381252712	0.205859717	0.129352791	0.929430045	-0.149623262	0.148832774	0.460356812	0.331348614	0.895728498	-0.129631235
ACSL5	0.140018743	-0.438905694	-0.556319207	-0.098687235	-0.266588931	-0.360184895	0.085010123	0.096752221	-0.325631009	-0.450812331	-0.458736787	-0.09263332	0.510258668	-0.452103088	-0.501795636	0.56283366	-1.086375534	0.064365957	0.022443622	-0.291857998	0.384054511	-0.81238375	0.419443371	0.317785361	0.188554983	0.084127629	0.449514265
ACSM1	-1.327910932	-3.063721302	-2.463214119	-1.409732809	-1.796199104	-1.668023704	-3.065240719	-1.609702293	-1.56573212	-2.062522582	-2.281807839	2.824531088	-0.159061269	-2.037591245	-1.961271716	-2.308372355	-2.647128813	-2.156935361	-1.130138815	-1.170228344	-2.511067993	-2.197074879	-2.063237049	NA	-1.655021459	-2.018485478	-1.634038282
ACSM3	1.511586157	0.469831483	0.605283529	0.263600708	0.660482103	-0.370406808	1.044767443	-1.369961398	NA	-2.778435952	0.533424493	1.491667578	0.130873925	0.636649788	-0.339451138	0.372616423	1.364376859	NA	-0.233410423	1.399620077	-1.841035242	0.582726305	-0.263727882	-0.345250218	NA	NA	-0.043837756
ACSS1	0.611047014	0.46829581	-0.492404098	0.645130003	-0.788098711	-0.119951954	0.016493277	-0.078823741	-0.770071522	0.651296405	-0.435935811	-0.094636799	-0.643473651	-0.281469765	-0.781021849	-0.551895116	0.364632984	-0.038486742	-0.147759539	0.18977594	-0.320982046	-0.856281081	-0.5692983	-0.666849093	0.126581424	-0.366222554	-1.194522028
ACSS2	0.102002534	-0.215704939	-0.307324148	0.099652882	-0.185778099	-0.098654865	-0.161055759	-0.089217045	0.146856971	-0.294883858	-0.238263193	0.318985105	0.363339052	0.179897551	-0.476020772	0.338816078	-0.12918525	-0.367549967	-0.194241854	-0.130194891	-0.074134289	-0.094663918	0.34202534	-0.29356613	0.170801235	0.219297811	0.079366846
ACSS3	0.401129919	0.446418334	-0.868240396	0.820455013	-0.570124025	-0.595361167	-1.263191401	-0.010502542	2.005876141	0.863641164	-0.725236625	-0.066788859	-0.991762768	-0.479358854	-0.784689323	-0.503570329	0.455761452	-0.706310518	-0.115846091	0.131240236	-0.779273583	-0.556710464	0.146581482	-1.543790308	0.121525013	-0.035350366	0.086536133
ACTA1	-0.120472598	-0.056987824	-0.34892656	-0.242128103	-0.045086389	-0.21592541	-0.801623561	0.170964785	-0.444411951	-0.17719915	-0.031653297	0.114245635	0.317800201	0.142444198	0.072104172	0.270627227	-1.1229604	0.283552291	-0.307234166	-0.165218687	0.066897897	-0.243014811	0.059965344	-0.115025333	-0.088365249	-0.179187065	-0.340829152
ACTA2	0.032998081	-0.080782479	-0.438461637	-0.37460372	-0.102539292	-0.351855941	-0.952927152	0.183672252	-0.520179394	0.088508501	-0.079274979	0.311674582	0.326359972	0.155988412	0.078975067	0.290182045	-1.187336057	0.302181362	-0.393949679	-0.0814851	0.012923409	-0.26057559	0.067824427	-0.305904172	0.039432521	-0.252859514	-0.335285985
ACTB	0.291074693	-0.026326171	-0.403570046	-0.251268444	-0.30024223	-0.380542192	-0.897200597	-0.314648251	-0.522627507	0.73755905	-0.181525581	0.532741744	0.363269483	0.596241189	-0.138608667	0.306972181	-0.991021741	-0.061469991	-0.356656615	0.414588031	0.05961251	-0.246904408	-0.234039198	-0.121646535	0.474917907	-0.297948484	-0.394342579
ACTBL2	-0.099897853	0.094893502	-0.359417086	-0.474733252	-0.552781515	-0.594542257	-0.871062558	-0.328540325	-0.58477924	0.252115759	-0.209136063	0.160715998	0.409611192	-0.052677536	-0.138164895	0.332721503	-0.851759152	-0.126567966	-0.388934618	0.062313598	-0.369050499	-0.180947848	-0.229857841	-0.221811009	-0.376537981	-0.577336501	-0.433617388
ACTG1	0.297139768	-0.027925053	-0.408871086	-0.251754125	-0.302870685	-0.383794819	-0.9074391	-0.32349134	-0.527766004	0.732963275	-0.183070135	0.521329526	0.386608248	0.593091379	-0.146599025	0.310763029	-0.998486816	-0.07326415	-0.367213074	0.415216514	0.056714897	-0.242444783	-0.233549481	-0.13016262	0.465933418	-0.302845117	-0.402452885
ACTG2	0.029851261	-0.072326503	-0.441201053	-0.368257367	-0.10463217	-0.357959746	-0.953070771	0.186952245	-0.518668173	0.188885676	-0.080837364	0.340705842	0.326804542	0.18182202	0.083922428	0.294396926	-1.185391374	0.293067579	-0.37766013	-0.062557545	0.028013331	-0.264096651	0.066368187	-0.290699751	0.077704758	-0.249659707	-0.340861858
ACTL6A	0.300618152	-0.006659979	-0.267364066	-0.082641054	-0.063933845	-0.04482607	0.12082506	-0.120282548	-0.063828159	0.703364583	-0.232518693	0.271252583	-0.118998715	-0.035031046	-0.258648515	-0.072462599	0.010643008	-0.025926607	-0.178482867	0.334392877	0.431108905	-0.145422187	-0.189386391	0.151970036	0.287188797	0.084438619	-0.0560129
ACTL6B	-0.030139638	-0.273485406	-0.573397445	-0.611550427	-0.588672079	-0.260934708	-0.155481379	-0.794320482	-0.672491887	-0.333623443	-0.27099613	-0.14182225	0.304624087	-0.545669218	-0.060601123	0.270876427	0.155942166	-0.103801092	-0.637417856	0.151826678	-1.107921114	-0.158648591	-0.396996581	-0.4745211	-0.310573015	-0.565022876	-0.165752514
ACTL8	-1.993473144	-1.343668939	-0.910431963	-1.052405364	-0.496991375	-0.838548719	-1.795396685	-1.331713898	-1.465480477	-2.771181394	-1.464892636	-1.340026662	-0.861094235	-2.679066489	-1.081585468	-0.92652698	-1.440793478	-1.239282783	-1.269159941	-1.613594161	-0.822946893	-1.136311649	-1.047686636	-1.408719872	-1.474901666	-1.053356995	-0.974033204
ACTN1	0.062459869	-0.587955298	0.095150219	-0.365002199	-0.171051465	-0.321301971	-0.08509689	0.062360109	-0.27538612	0.753995489	0.018512045	0.624522789	0.340129531	0.891694845	0.37362323	0.342720851	-1.148138243	0.135308772	-0.377491681	0.249266635	0.752067468	-0.100416597	0.003369253	-0.378621354	0.33574245	0.266698702	0.294381902
ACTN2	-0.135035024	-0.504769783	-0.099517238	-0.436616176	-0.223000431	-0.426992713	-0.308155208	-0.133089501	-0.453685568	0.240799446	-0.012024617	0.250110487	0.258158894	0.3580338	0.214722333	0.251542707	-0.967465706	0.0176826	-0.615186281	-0.120254319	0.428681439	-0.01249907	-0.105890269	-0.33208378	-0.132876505	-0.007280384	0.033336241
ACTN3	0.04623691	-0.505393598	-0.058932192	-0.149881311	0.170403838	-0.136690902	-0.159257382	-0.040597055	-0.373074189	0.701519975	0.078480193	0.389120347	0.332685925	0.830204134	0.330799061	0.20936607	-1.01541711	0.034833665	-0.407601595	-0.009509165	0.700074539	-0.038747365	-0.06495923	-0.222094947	0.059055087	0.31888915	0.281048958
ACTN4	0.206471416	-0.373588078	-0.362534163	-0.345620189	-0.09275632	-0.247636823	-0.054103714	0.050355518	-0.349471614	0.635151925	-0.055579519	0.516003761	0.040914878	0.214484356	0.143407293	0.037734715	-0.768562497	-0.08489028	-0.354808385	0.150515351	0.593482448	-0.168062358	-0.018097944	-0.19851975	0.322526265	0.198085104	-0.101793941
ACTR10	0.246113008	0.088272927	-0.142564943	-0.085690054	-0.043669579	-0.129774137	-0.174971219	0.002997472	-0.051040291	-0.145488266	0.104618753	0.054398068	0.14361977	0.02579269	0.346973066	0.093175238	-0.142246834	0.141208525	0.137737609	-0.038858397	0.034331806	0.060713683	0.14092652	0.140166557	0.074118434	0.163906322	-0.1670384
ACTR1A	0.499010301	-0.041104476	-0.30755181	0.425195707	0.284266636	0.332156891	-0.374108828	0.172229334	-0.212130532	0.651592811	0.091474299	0.602642976	0.231130127	0.620992289	0.21960325	0.1241824	-0.304953585	-0.000835377	-0.016562013	0.761515305	0.189162806	-0.097647796	0.178741177	-0.030981074	0.555842494	-0.035202118	-0.279616378
ACTR1B	0.567214925	-0.009635035	-0.315898787	0.088829347	0.199120024	0.306407056	-0.411404838	0.24497582	-0.273846786	0.602600208	0.081224424	0.609427903	0.220345502	0.454971915	0.273119397	0.086798297	-0.270292237	-0.044023625	0.121264673	0.794321876	0.1524293	-0.030106988	0.198114155	-0.03302536	0.797676193	0.072219398	-0.302955187
ACTR2	0.403973188	-0.039741587	-0.220076617	0.203546048	0.273575152	0.248845318	-0.131214014	0.102187222	-0.172829484	0.787103541	0.004954402	0.665386593	0.523156026	0.772687086	-0.311736378	0.513578742	-0.721703779	0.210472857	0.139260268	0.492160901	0.750732003	-0.237098158	0.044283864	0.186234961	0.722238642	0.318496898	-0.124558874
ACTR3	0.132096339	0.026670769	-0.048674183	-0.026955779	-0.057657441	-0.023623084	-0.281834739	-0.067448989	-0.432040312	0.470418068	-0.060859734	0.293821647	0.490485458	0.490242306	-0.078266483	0.457150526	-0.615203955	0.328049262	0.020102408	0.277772492	0.534576986	-0.165231499	-0.018020781	0.006460084	0.497671976	0.040212627	-0.263040265
ACTR3B	0.077384578	-0.128040008	-0.228907665	0.629779851	0.93481789	0.784247515	0.39789955	0.12830432	-0.264104206	0.233314521	-0.020409824	0.034549044	0.546715097	0.057557587	-0.431199786	0.454200526	0.553723305	0.20393452	-0.255024171	0.384225946	-0.102060488	0.08942801	0.087162084	-0.031654867	0.273977653	0.094942593	-0.011347433
ACTR5	0.368427017	0.162354818	-0.043545829	0.29914707	0.222558644	-0.010709929	-0.417182269	0.066974542	0.08986532	1.474766185	-0.160348628	0.482147614	0.100422666	0.413679442	0.065737181	0.071186499	-0.25702489	0.015099847	0.21202769	0.627686555	0.205052956	0.188767238	-0.015751357	0.068949478	0.628137979	0.180525322	0.148187001
ACTR6	0.933614433	-0.192413825	0.107524241	0.103109828	-0.01253017	-0.211021739	0.332661793	-0.079358255	0.376507132	0.200948495	-0.377747182	0.582824076	0.16738213	0.966441824	0.223525983	-0.008587995	0.368395804	0.260678038	-0.152996433	0.230277394	0.070578343	-0.305984123	-0.185270062	-0.0740942	1.185000779	0.339010286	0.251591706
ACTR8	-0.052153882	0.040553156	0.011059278	-0.084592375	0.112259361	0.046840042	-0.009948346	-0.167894868	0.206137105	0.127816869	0.10957061	-0.392824193	-0.002542337	-0.183003282	-0.130793373	-0.101103528	0.469040929	0.18116147	0.193223273	0.130591222	-0.280700866	0.180764016	-0.046335784	-0.114032144	0.131326776	0.048526696	-0.3506775
ACY1	0.360479285	0.147555653	0.601373033	-0.22759384	0.049208242	0.282657872	-1.617007763	-0.230632407	0.611218311	0.239326349	0.527304359	-0.396565185	0.598624083	0.15771713	-0.03885016	0.407689429	0.894418052	-0.491394875	0.542468441	0.682950334	-0.347577534	0.586799697	0.396601201	-0.929331906	-0.141464146	-0.665306129	-0.618778342
ACYP1	0.662247721	0.341828222	-0.03345908	-0.832829672	-0.697706395	-0.684639194	-0.172978512	-0.294782803	0.253385544	-0.389410448	0.551543902	0.777155143	-0.282557391	0.909289258	-0.137580241	-0.359487564	-0.265433976	-0.1569578	0.40590889	0.41175999	0.339458988	-0.416913053	0.189027529	-0.128552375	0.090230705	0.089615691	0.085534154
ACYP2	-0.377750185	-0.496760836	-0.153721545	0.674484266	0.40158473	0.299436428	1.92551639	-0.28961461	0.067365184	-1.526871241	-0.345174036	0.300096831	-0.370122527	-0.990605941	-0.148883621	-0.291139493	0.772593117	0.006341796	-0.035329593	0.069153327	-0.127210788	0.033015849	0.257491284	0.234452995	0.444409555	0.461243529	-0.268888538
ADA	0.071517657	0.350636767	-0.590808462	0.512040217	0.665323581	0.097532061	-0.273377653	0.047672149	-0.235699443	0.495234367	-0.023063095	0.069954878	0.34268073	0.369775109	-0.404422665	0.196238362	-0.995543277	0.585573347	0.124502729	-0.309098336	0.146083176	-0.379777805	0.722453645	0.474985319	1.216330579	0.213258807	-0.098108449
