Gene	ER	ER.1	ER.2	ER.3	TNBC	ER.4	TNBC.1	ER.5	ER.6	ER.7	ER.8	ER.9	TNBC.2	ER.10	ER.11	TNBC.3	ER.12	ER.13	ER.14	ER.15	TNBC.4	ER.16	ER.17	ER.18	ER.19	TNBC.5	ER.20
ING5	0.424091686	0.169533025	0.183981668	-0.279851736	-0.002375889	-0.00936502	0.168868663	-0.04220131	-0.309530184	0.439011669	-0.011038491	0.638425558	-0.465905476	0.810261406	0.275397196	0.010411502	-0.025236949	-0.041354083	0.330025841	-0.269537008	-0.940328946	-0.00833399	-0.314757038	-0.276414489	1.568759048	0.033749316	0.237070928
INHBA	-1.277616688	-0.203799782	0.16388343	0.150304549	0.294493748	-0.411418005	-1.171659554	-0.29543621	0.251107983	0.25289094	0.857878761	-0.601826209	-0.046965132	1.611229416	0.645306877	0.031185008	-0.9745946	0.040746858	-0.815975644	-0.236116963	0.843486561	0.455682629	-0.768681891	-0.824675274	-0.581039585	-0.313396765	0.71219078
INIP	-0.384793434	-0.175243738	-0.153308428	0.070541272	-0.092127633	0.058875798	0.007677926	-0.267829239	-0.403297193	0.063091251	0.238042499	-0.035601238	-0.129008441	-0.262213945	0.52983754	-0.354223868	-0.287958363	0.121509271	-0.518310998	1.092118537	-0.957460164	0.316893502	-0.467012603	0.309591293	0.508446452	0.140279513	-0.309105563
INO80	0.672490348	0.182215177	-0.038626443	-0.597603918	-0.480664441	-0.183590849	-0.269013783	-0.34598237	-0.231930191	1.526985815	0.228669853	-0.716762747	0.704254218	0.498040511	0.171407188	0.332014825	0.344029669	0.355787614	-0.111505158	-1.11343916	-1.629206709	0.486741689	0.199634944	-0.161736288	-1.493908427	-0.805622579	-0.236829216
INO80B	-0.345644261	0.11582245	0.169455043	NA	NA	NA	0.136281663	0.269319265	-0.130707576	1.153712562	0.004353412	-1.184612478	-0.011939349	NA	0.316060775	0.042455565	-0.344987871	0.154795241	-0.119726068	0.673705871	0.022095672	-0.106631906	-0.678824436	0.165938144	1.239423561	0.159304105	-0.291080692
INO80C	-0.600319386	-0.113470271	-0.221270069	0.124037553	0.225467977	-0.01491195	-0.203257787	-0.049809683	0.033464028	0.938756396	-0.290684011	0.589865911	-0.625377468	0.526306961	-0.434729889	-0.490704475	0.528285942	-0.145527854	0.197570982	1.038673787	0.266862091	0.292470952	0.03477988	-0.268129633	0.654570927	0.157363098	0.2466933
INO80E	0.950934359	-0.040596993	0.104779957	-0.22841792	-0.174688566	-0.356124152	-0.323709491	0.168914985	-0.056677123	1.616892377	-0.467773548	1.537614338	0.123884196	0.44107284	0.020883964	-0.074137929	0.248906136	0.09086897	0.150433096	1.011592205	0.636272784	-0.205718996	-0.150329273	-0.087497363	-0.598026625	0.028500506	0.427868311
INPP1	0.773370441	-0.241530646	-0.517867271	0.105371373	0.218044874	0.411513791	-0.074806761	0.614663384	0.078283233	0.133938021	0.028820835	1.532047753	-0.045211843	0.592695922	0.121482181	0.067070928	-1.271637749	-0.181739152	0.628464977	1.005630053	0.284116328	-0.073872162	0.788435768	0.481117035	0.529586278	0.775639606	0.401919578
INPP4A	-0.344715621	0.337059749	-0.239077362	0.196381118	0.248532737	0.091655438	0.05882241	0.344778322	-0.054867311	0.82394823	-0.024653673	0.04755434	0.160268776	0.244490659	-0.142271926	0.218291515	-0.34286769	0.340525307	0.153439901	0.313325684	0.40042967	-0.019693556	0.182974253	0.314253112	0.476947708	0.267343142	0.184313183
INPP4B	1.649037668	-0.536754822	1.226478241	-0.609101038	-1.336190404	-0.450397799	-1.454263409	0.288618206	1.624566872	0.44465135	0.471759011	0.726462537	-0.214170425	0.168712386	-0.259934276	-0.130249738	-0.793489303	-0.754633923	0.848306807	0.432960048	-1.105860743	0.155962734	-0.44731692	-1.650567686	-0.286541984	-1.257607881	0.550120334
INPP5A	0.843634686	0.090366947	0.315334246	NA	NA	NA	-0.547271046	0.01900311	NA	-4.182536447	-0.449771257	-0.360860622	0.045067164	-0.148505006	0.611875439	0.170678293	0.481345581	0.877760907	0.152419009	NA	-0.645233945	0.227585234	0.286850873	-0.656502041	-0.389268353	-0.673187883	0.168728552
INPP5B	-0.999714188	-0.209949407	-0.008402581	-0.407811769	-0.108449696	-0.363905425	0.361644423	-0.057970302	-0.31376512	-0.309843455	0.115293944	-0.179634994	-0.05248817	-0.140621659	-0.222426465	0.031415057	-0.066253212	0.231576097	0.1267591	-0.525525512	-0.376315146	-0.014850061	0.321397679	0.324257849	0.049767559	0.102803198	-0.005817053
INPP5D	-0.52972099	0.469015242	-0.198989054	0.261122952	0.125060109	0.213892933	0.268806137	0.136769869	-0.171390183	-0.496798582	-0.108937256	-0.671588534	0.320898687	-0.438853952	-0.274217343	0.311472854	-0.221714633	0.839568197	0.866489661	-0.193132634	0.34083629	-0.146421647	0.007534782	0.684609817	0.024253122	0.742389404	-0.240133468
INPP5F	0.358065945	0.403877675	0.33812998	-0.00740185	-0.065524152	-0.108587821	-0.248416672	-0.227245541	0.40561192	-0.324378196	0.134007723	-0.979685995	0.029164537	-0.774488489	0.360387245	-0.074745913	-0.048894397	0.128926963	-0.131622369	-1.614891937	-1.413475809	0.021205369	-0.21413281	-0.148976268	-1.035246667	-0.212964488	-0.337247763
INPP5J	1.738147906	-0.056336079	0.298481532	NA	NA	NA	-0.281677504	0.308002984	-0.085274091	NA	-0.058620498	-2.119084596	-0.000324728	-1.063535506	NA	-0.640892552	-0.084794349	-0.090823019	-0.045752634	NA	-2.656743873	1.037597696	-0.616754443	-1.049637309	-1.566702557	-0.939803882	-0.329647232
INPP5K	-2.1149796	-0.10417564	-0.077960892	0.363512404	0.338053188	0.522469388	-0.29243679	-0.4832949	-0.044595059	-0.330734787	0.020398131	-0.467983399	-0.070252594	-0.235295873	0.12501343	-0.113724746	-0.318471097	0.081499319	-0.143317006	-1.094490568	-0.979973137	-0.032557685	-0.172863317	0.115535689	-0.194583025	-0.049420655	0.267382947
INPPL1	-0.015279748	-0.133043383	-0.242007452	-0.090112221	-0.053220716	-0.201314083	-0.273873633	-0.062213641	-0.179985007	-0.053198228	0.076683308	-0.100606488	0.218840064	0.579867977	-0.131829339	0.133808943	-0.044639635	0.381130033	0.014465901	-0.090266102	0.136602123	-0.275619697	0.028992395	0.281109455	-0.135709016	0.010718598	-0.158001071
INSR	-0.759292316	-0.332917538	0.142304076	-0.399291587	-0.173175828	-0.197478614	0.893665416	-0.048308892	0.675744593	-0.132850869	0.027392509	-0.186123478	-0.154690994	-0.548455339	0.02892904	-0.159697389	0.770935347	0.313101666	-0.108567343	-0.832908154	-0.173851898	0.317836417	-0.065562315	0.526612232	-0.93779663	0.372101449	0.60888783
INTS1	-0.035420943	0.024352547	0.012129209	-0.31385303	-0.188718407	-0.350930385	0.252534135	-0.063415286	-0.168162097	-0.610390299	0.067681399	0.040200975	0.050158107	-0.054612195	0.002779541	-0.023351131	-0.116299396	0.277398467	-0.065490856	-0.074634297	0.039584162	0.019074936	-0.09758404	0.13224395	-0.09512081	0.010912158	-0.039678611
INTS10	0.398329739	0.023513029	-0.094023232	-0.131163314	0.058365663	-0.172899865	0.131474802	-0.07350089	-0.143341357	0.483095888	-0.098362261	0.400765389	0.107038875	0.405938964	0.276014195	0.008215649	-0.205068151	0.226909046	0.060918281	0.512387576	0.035039473	0.330637522	-0.126161568	0.102488018	0.650414266	0.122819406	0.033503681
INTS11	0.135862825	0.11164217	0.148188479	-0.18616893	-0.127743852	-0.186285997	0.160919793	0.045872026	-0.132512238	0.563659604	0.179110743	-0.417908753	-0.105965547	-0.490200781	0.066160548	-0.159420212	0.374093893	0.020418442	0.108458413	0.069971725	-0.056609933	0.207017528	0.004554239	-0.128448485	0.017866088	-0.165236472	0.027942666
INTS12	-1.283172057	0.203371484	-0.11013714	0.001517745	0.04829011	-0.07262195	0.29925236	-0.020500607	0.043366562	-1.548922223	0.140189455	-1.057558975	-0.027143241	-0.825143771	0.150111917	-0.505439639	0.098000376	0.388680759	0.206846338	-1.207610454	-0.572268553	-0.037282926	-0.130461998	0.060384672	-0.6415081	-0.004604258	0.028515048
INTS13	0.510824079	-0.002145576	-0.119268273	-0.069908328	0.156360307	-0.12053641	0.349371651	-0.103903829	-0.031551899	0.095639142	-0.053607119	0.31753366	-0.161410892	0.306701108	-0.292114207	-0.159009987	-0.280986768	0.214659125	0.022105151	0.437604939	0.756974582	0.053025001	-0.02821672	0.002322597	0.571109377	0.230669417	-0.154619432
INTS14	0.459118922	-0.053503783	-0.171933339	0.024780013	0.205573176	0.043598842	0.3382815	-0.181374463	-0.226939411	0.996152191	-0.071057919	0.367152961	-0.321625908	0.430904471	-0.089817256	-0.216800833	-0.264433462	0.054988708	-0.062688683	0.193252901	0.994487247	0.034306811	-0.059914875	-0.067518383	0.261925435	0.194139215	0.040870623
INTS2	0.626647883	0.653149359	-0.017063939	-0.079032948	0.483943674	-0.163815926	0.122107776	0.253883533	-0.068340044	1.064564858	-0.005052534	0.484424876	0.007791535	-0.242622224	0.025986782	0.044993139	-0.385495559	0.220160884	-0.125303676	0.444135764	0.075769239	-0.027185483	0.072725403	0.331904924	0.705939688	0.106279767	0.358925628
INTS3	0.13244937	-0.323252046	-0.155297564	0.049746908	0.131523631	-0.020593218	0.3481185	-0.084606412	-0.08193992	0.014772101	-0.02906745	0.406371104	-0.134262918	0.034528643	0.053798127	-0.189501058	-0.242222473	0.275371793	-0.068523596	0.002333158	0.179583422	-0.013074884	-0.1481533	0.074531596	-0.160939189	-0.11729218	-0.052815158
INTS4	0.316939231	0.030852195	-0.076061443	-0.426746372	-0.183351351	-0.314719624	0.22593491	0.053889541	-0.310280117	0.277246224	-0.024374617	-0.045210515	0.062645107	0.023610944	0.049804644	-0.045816469	-0.158284689	0.263885905	0.020050171	-0.042815693	0.050622017	-0.06979268	-0.084588799	0.076981596	0.117761342	0.142993412	-0.030048091
INTS5	0.389507529	-0.019445557	0.085060958	-0.051814831	0.111037721	0.00850819	0.189245863	-0.258838727	0.159073133	-0.118750671	0.335738503	0.177978748	-0.028847571	0.294828377	0.080040987	0.054932534	-0.000189298	0.201158455	0.100009167	0.0192088	0.260364228	0.074138413	-0.040271367	0.248319998	0.182636894	0.041145049	0.154866722
INTS6	0.112773684	-0.0547523	0.070385084	-0.259558379	-0.061794897	-0.098177576	0.248875347	-0.123495878	-0.158155126	-0.191622127	0.079372546	-0.09318316	-0.001295402	-0.234707587	0.086816954	0.001980792	-0.038463004	0.274793499	0.016364849	0.055173821	-0.208431485	0.102203213	-0.019389739	-0.105521946	0.509678668	-0.159023311	0.097624418
INTS6L	0.181686754	-0.213138397	0.096985705	-0.293594969	-0.079017432	-0.400106408	0.22792713	0.143644661	-0.293471276	1.246806538	0.149791323	0.58376978	0.271405697	0.82287156	0.340151783	0.102679778	-0.352065033	0.01939747	0.047401398	-0.045030785	-0.238771663	0.395151709	-0.096243659	0.311498275	0.978629759	0.119286202	0.184624826
INTS7	0.532484129	0.568302374	0.016207072	-0.066465356	0.001661812	-0.229526807	0.075253204	-0.094603496	-0.196118646	-0.056321565	0.047259876	-0.205969253	-0.013594944	0.111108352	0.039198688	-0.074535571	-0.219856539	0.068260285	-0.160074633	0.121790623	-0.015932097	0.128132001	-0.094932386	0.118879483	0.099078196	-0.022216499	0.319848266
INTS8	0.064576233	-0.04299061	-0.13214838	-0.247131383	-0.085119758	-0.241149485	0.104576272	-0.459723951	-0.182757871	0.687183549	-0.094324641	0.35519554	0.099203776	0.196365199	0.224908556	-0.118041725	-0.245018388	0.252469641	-0.065391999	-0.084663679	0.002778456	0.134693804	-0.181993823	0.09749355	0.448099978	0.121722256	-0.181842777
INTS9	0.645766047	-0.077627402	0.003871896	0.120280502	0.243596447	0.137254443	0.040934485	0.092481343	-0.06765213	0.114170257	0.073363545	0.519705317	-0.177802173	0.293759224	0.023538141	-0.178889236	0.056283324	0.110837432	0.141500562	0.640723716	0.467170714	0.017036326	0.13612839	0.062427843	0.77006179	0.269598589	-0.047432763
IP6K1	-0.819872355	-0.043554279	0.445903104	-0.167944212	0.042213683	0.16770314	0.027891113	0.196521327	-0.053224031	0.572809383	0.247122522	-0.111759253	0.226188642	0.682781707	-0.138570402	0.048255072	0.245991118	0.166400935	0.226142625	0.268730798	-0.069744346	0.470444319	0.144071129	0.046385626	0.037243385	-0.215431968	-0.324426093
IPO11	0.277145089	0.098163979	-0.056934987	-0.539723084	-0.441618632	-0.57225578	-0.411929936	-0.422065618	-0.239199798	0.147972268	-0.191158019	0.502340261	-0.497032228	-0.308377126	-0.023506385	-0.360246645	0.685301636	-0.096526829	-0.353968858	-0.2848472	-0.257300772	0.207282291	-0.321022992	-0.016940213	0.323288528	0.100261498	0.11869586
IPO13	0.561822032	0.046858754	0.012522558	-0.309258738	-0.039721146	-0.228722798	0.00114004	-0.386350986	0.030829155	-0.22324079	0.104130737	0.524172155	0.0086975	0.581590532	0.055978876	0.014975448	-0.03551519	0.115101388	-0.508367064	0.162570522	0.654397841	-0.059543281	0.066362888	0.419834224	0.758365011	0.290391581	0.196007906
IPO4	0.755984011	0.25733017	0.047130542	-0.127331163	-0.412442268	-0.508646248	-0.307305447	-0.226195748	-0.447678516	1.244732066	-0.004563134	0.658015007	-0.108204386	0.190770839	-0.035398534	-0.1326501	0.377234286	-0.22320859	-0.409383043	0.389412679	-0.01085339	-0.272298516	-0.010698381	-0.095946573	0.693886161	-0.40113444	0.172748531
IPO5	0.586967443	-0.23293963	-0.05365109	-0.626012155	-0.363196819	-0.147633901	0.536837562	-0.434034898	0.053418128	0.433071697	-0.059299873	0.631896461	0.089098544	0.381042781	-0.106335218	0.142748974	0.175150376	0.237745688	-0.515857616	-0.015835721	1.026573601	-0.159194282	-0.169631822	-0.155992098	0.407639928	0.252854724	-0.071460587
IPO7	0.363538301	-0.084354599	-0.150225922	-0.622507922	-0.397720366	-0.655918091	-0.332841421	-0.313799755	-0.504407448	0.942428783	-0.146133295	0.787923036	0.034650841	0.277606083	-0.036133537	0.060991952	-0.144819804	-0.181200862	-0.630473036	0.053578832	0.094144063	0.161398224	-0.320273629	0.530265844	0.36108179	-0.055258753	0.302923218
IPO8	0.462788686	-0.249769365	-0.091960945	-0.209660217	0.218060556	-0.202882435	0.146718691	-0.069633181	-0.102514917	1.179641596	-0.259237714	0.424713074	-0.175848161	0.679077637	0.117240948	-0.130740306	0.091627781	0.004416725	-0.192446858	0.416910603	0.635121817	0.086912006	-0.22890708	0.584597143	0.668960361	0.254728306	0.377179057
IPO9	0.227519012	-0.286317852	0.198255284	-0.303004341	0.18583052	-0.273242733	-0.243078537	-0.13149009	-0.770710764	-0.223116891	-0.124801096	0.313642591	-0.104965247	0.059829514	-0.156273211	-0.087593662	-0.33943399	0.269027206	-0.411448932	-0.185107321	-0.132432288	0.104403629	-0.03484727	0.007626848	-0.110456415	-0.039600973	-0.116457192
IQCB1	0.386975182	0.603952735	0.11978385	-0.12446748	0.511033645	0.010098476	0.760671665	0.225556938	-0.092720223	NA	0.163701	0.266694655	-0.0411559	-0.102806564	0.122689191	NA	0.122435266	-0.054258148	-0.077819557	0.21248645	0.529674097	-0.186022999	1.192763436	0.06723562	0.906108675	-0.241072075	-0.242217907
IQGAP1	0.368783777	-0.357648679	0.495536339	-0.388474811	-0.456751454	-0.105700261	0.145305456	-0.187358887	0.208897486	0.393674493	-0.015931318	0.553031551	0.332118789	0.346800548	0.503303392	0.220504376	-0.342463086	0.673169325	0.037498618	0.004400794	0.54632129	-0.063723367	0.071940604	-0.209268879	0.169007714	0.158271618	-0.12368137
IQGAP2	-0.059078607	-0.251024568	0.010900967	0.216663443	-0.244926446	-0.071108742	-0.688207116	0.445151792	-0.583857556	-0.396622113	-0.199019042	0.370938847	0.237163225	-0.000105072	-0.377459473	0.194818593	0.65485875	0.208904977	0.840367228	0.561738365	-0.200215662	-0.155867473	-0.141512692	-0.434821633	-0.019534413	0.306262525	-0.293494102
IQGAP3	-0.224317644	-0.257553651	0.191864229	-0.121271264	0.041492624	0.05445011	0.259655141	-0.021974651	0.327119424	0.10868423	0.029193971	-0.167705763	0.336492593	-0.112849414	0.490065787	0.3032574	-0.613598906	0.309572761	0.265791341	-0.344326195	0.873581431	0.29056247	0.217577296	0.295942418	-0.385727108	0.396644842	0.310213622
IQSEC1	0.447403046	0.044391829	-0.067486484	-0.130074946	-0.067324349	0.582136335	-0.123000922	0.249199952	0.487227534	0.586709198	-0.197533925	0.066855169	-0.135457907	0.136533969	0.41173775	-0.120102936	-0.103624206	0.10330637	0.200388282	0.860366486	-0.463722172	0.140756206	0.07486529	0.21659338	0.31014858	-0.091687537	0.084282151
IQSEC2	-0.039600501	0.027927232	-0.090919858	-0.184711256	0.028338989	0.763292217	0.1928942	0.263687386	0.489275349	-0.502995545	0.039223211	0.297878763	-0.117668003	-0.099670765	0.127092407	0.015109207	0.33926867	0.106317617	0.180842608	-0.116240068	0.245928263	-0.041203011	0.197567019	0.630776349	0.13185316	0.021037219	0.299710957
IRAK1	0.378646231	-0.097505753	-0.344446404	0.062323552	0.057543422	0.06307041	0.02128452	-0.340025393	0.129491695	0.55443524	-0.179465082	0.806654424	-0.072665942	0.094109959	-0.308787754	-0.368353958	-0.205848101	-0.181044226	-0.13435204	0.418688309	0.680883204	-0.075509734	-0.068266479	0.622987944	0.797752594	0.458086328	-0.151759891
IRAK3	0.614113402	-0.191380967	1.716058378	NA	NA	NA	-0.310058301	NA	NA	0.995636557	0.305291613	0.13117414	0.130375746	-1.045797544	0.526997132	0.708932295	-0.521299563	0.647382762	-0.219047783	1.415392254	0.570168107	-0.481579777	0.139106012	-1.155151094	1.123753972	0.208390556	0.28653456
IRAK4	-0.914465921	-0.037452494	-0.452914604	0.19488006	-0.10609695	0.03377515	-0.642939751	0.118073661	0.652744771	1.439718102	0.225281493	-0.65490716	-0.043589442	0.072154819	0.060831545	-0.045528846	0.215538094	0.10839154	0.177216769	-0.490756161	-0.22776021	0.247810525	0.207288133	0.031922223	-0.164837202	0.08283862	-0.211254127
IREB2	-0.09575166	-0.083301784	0.652683159	-0.235141686	-0.147146436	0.034740783	-0.36584948	0.005248714	0.109885939	-0.113815373	0.125385965	0.083887023	-0.297822917	0.442354553	-0.137407547	-0.161896332	-0.191495913	-0.300261468	-0.106611568	0.25860461	0.30331247	0.151301917	-0.27337825	-0.446521826	0.023874674	-0.213309425	-0.240124661
IRF1	0.807871538	0.369935204	-0.679891635	0.148271194	-0.155391742	0.162473983	-0.042827689	0.448306654	0.227160593	1.294844055	-0.182485475	NA	-0.26347571	1.268920551	-0.357382471	-0.212192962	-0.304299982	0.64121502	0.328095971	1.031283539	NA	NA	NA	0.274019101	1.652054533	0.745229894	-0.515772199
IRF2	-0.913747379	0.037434364	0.404779986	-0.119477995	-0.135437226	-0.075936706	0.356957309	-0.39563868	0.25302645	-0.575338952	0.181304057	-0.509406388	0.090578745	-0.586125224	0.28863648	-0.121347097	0.353842609	0.04920258	0.439057487	-1.090249568	-0.762046218	0.191398869	-0.093964932	0.030814964	-1.117221767	0.145173156	-0.285718208
IRF2BP1	-0.450509582	-0.069866518	-0.185830248	0.045899774	-0.138350174	-0.077530287	0.440067167	-0.036797361	0.315403838	0.230962024	-0.027451865	0.181432867	-0.358905709	0.049629913	0.062659246	-0.250314243	0.407720217	0.014601161	0.160483442	-0.321225936	0.085623364	0.070622407	-0.001637584	-0.188964614	-0.553942929	0.281679161	0.400313202
IRF2BP2	-0.323871636	0.128752636	0.18364513	-0.11834038	-0.01141589	-0.084366257	0.309470373	-0.031268451	-0.272135877	0.079768411	-0.07381482	-0.047027261	0.103692758	-0.014648732	0.059138556	0.152728512	0.30000067	0.009658081	-0.088225162	-0.299457478	-0.152655886	0.210993919	-0.196635068	-0.271429045	-0.313562858	0.217855071	-0.205088238
IRF2BPL	-0.544733975	0.174401685	-0.131833591	-0.498985967	-0.060237789	-0.139118384	-0.261843515	0.004782129	0.250147154	-0.084944846	0.184542337	-0.039996215	-0.076061336	0.838223752	0.125232068	-0.040840317	0.201516321	-0.067213915	-0.069029618	-0.398474715	0.889027276	-0.19879968	-0.100871986	-0.11419809	0.007207919	0.236101652	-0.189536147
IRF3	0.660570707	0.036575817	-0.0580264	0.09937433	-0.09248074	-0.351955832	0.031714624	-0.391027908	-0.062305381	0.751425588	-0.413561825	0.843588383	0.370153598	0.486244285	-0.192841998	0.188017416	-0.426460215	0.234776946	-0.31511238	0.204030529	0.445662743	-0.032325494	-0.115209355	0.482731294	0.663798771	0.209667998	0.087039765
IRF4	0.284695881	0.344928932	-0.426061942	1.004833083	0.241361108	-0.052914242	-0.172081674	-0.326898687	-0.679344311	2.137457498	-0.374284734	0.375229789	-0.13964407	-0.897907662	-0.478141922	-0.165257994	-1.368243118	1.028604479	0.584377511	-1.050072747	0.501358071	-0.865614382	-0.413388263	0.004409686	1.132926519	1.12979146	0.01195891
IRF5	0.372440353	0.305351862	0.133773801	0.494864351	0.360666495	0.557406252	-0.049104912	-0.242386629	0.301093409	-0.973893809	0.002586893	-0.428553316	0.070076039	-0.132713903	0.023466578	0.060597614	-0.275085137	0.486783545	0.441001719	-0.108690908	0.706235597	0.307490227	0.079800363	0.478683029	0.996830189	0.443597648	0.005114462
IRF6	0.709992854	0.008738717	0.820420353	0.280438361	-0.404199014	0.59517879	0.589037962	0.191461685	-0.338887753	-0.815198945	0.005230786	-0.288581724	-0.405232024	-0.320985834	0.17875869	-0.29170454	0.967371064	3.78e-05	0.283607816	-0.142352663	0.561323152	-0.20359078	-0.160170356	-0.22815043	-0.296116656	0.759479114	0.278248172
IRF7	-0.856842673	0.346748114	0.713532346	1.446382919	-0.799674788	0.113138485	-0.407686476	0.939029653	-1.110857958	-0.584390449	0.114479842	-0.574392334	0.095570492	0.280618781	-0.46326989	-0.039658256	-0.465733312	-0.014276151	0.292998177	-0.768856594	0.056369339	0.030398696	0.258050706	0.111169288	0.258765641	0.199178716	0.292845126
IRF8	0.003954183	0.426141079	-0.344720386	0.165392237	0.148632669	0.198138669	0.157845244	0.111801262	-0.37503924	NA	-0.025062393	-0.940148758	0.242273436	-0.721181241	-0.134619556	0.242018142	-0.265014807	0.696155651	0.347935672	-2.450857177	0.570229675	0.348566253	-0.160222359	0.802027408	0.312079803	0.713102093	-0.041562102
IRF9	-0.521194637	0.516305813	-0.67070637	0.345882473	-0.929026318	-0.469672667	-0.402473367	-0.018654098	-0.39167442	0.45525525	0.300659443	-0.387612499	-0.691425179	-0.076301364	-0.233452667	-0.412842367	-0.326777937	0.024218272	0.226971106	-0.466540978	0.046332503	-0.80472952	-0.394837936	-0.15754362	1.019002822	0.723222064	0.205432876
IRGQ	0.149071535	0.187894061	-0.153212551	-0.020672805	-0.269100794	-0.177295922	-0.347591835	-0.079618785	-0.209018476	0.544879803	-0.021920848	0.187025562	0.063634291	0.072563407	-0.422522607	-0.004879473	-0.283207398	-0.242113299	-0.370833524	0.265063794	-0.447917606	0.385736429	-0.068961482	-0.186260513	0.370574418	-0.354138226	0.252533337
IRS1	-0.150557123	0.422739855	0.417414303	-0.147965554	-0.569650902	0.197145108	-0.592125656	0.393638797	0.562635181	1.085803881	0.909625971	-0.670890477	-0.739750717	-0.124344176	0.844688976	-0.352223591	0.296706294	0.393826808	0.05328601	-0.316728464	-0.646943725	0.61030093	0.030848199	-0.914703565	-0.454973317	-0.310853181	0.058362269
IRS2	-0.716066774	-0.523627734	-0.570852986	-1.245702147	-0.713114753	-0.530075299	0.003394255	0.507721149	0.340425729	-2.123796539	-0.277629759	-0.958211618	-0.551009223	0.474486459	0.737412512	-0.07167951	-0.240119009	-0.27465707	-0.118146049	-0.258006051	0.329954217	-0.11818485	0.964222655	-0.238990879	-0.378731093	0.293851427	0.555484374
IRX2	-0.957490533	-0.257260164	-0.087208227	-0.750699059	0.856247696	0.340343406	0.252186882	-0.101418017	0.390076102	-0.224182964	0.528386696	-0.106551559	-0.709524494	0.356780125	-0.492538141	-0.298791599	0.434837253	-0.175332537	0.961310138	1.325331157	-0.748472204	0.623977783	-0.096715171	-0.655516189	0.20510661	-0.019814723	0.125931485
IRX3	-0.355329325	-0.254453562	-0.01784519	-0.242040522	0.787637823	0.549537851	0.252186882	-0.156342325	0.929556334	0.690165679	0.426725223	-0.169326658	-0.790292084	0.832852965	-0.79725424	-0.444670425	0.948697903	0.085214511	0.454837171	-0.119717605	-0.688267128	0.662730796	-0.050338545	-0.501274729	-0.648279707	0.395631134	0.412150646
IRX5	-0.820992024	-0.242613612	-0.104920651	-0.255563549	0.552407037	0.579085576	0.123858395	-0.214611601	0.494444109	1.110258051	0.245278701	-0.489359066	-0.683262814	0.143146309	0.092006028	-0.372242389	0.921535592	0.225601661	0.147739666	0.950102227	-1.114873585	0.648379644	-0.019836394	-0.511492897	-0.478431181	0.279292379	0.410657733
ISCA1	0.274011047	0.002684657	-0.399207895	0.345575485	0.131318578	-0.246419372	0.545544678	-0.156140078	0.031691987	0.410148294	0.086108746	0.384412226	-0.530152401	0.677959216	0.124461159	-0.328899224	0.737025938	-0.26677715	-0.175919391	0.14187151	0.088558772	-0.049893434	-0.114597257	0.440237343	0.239609197	-0.321816986	0.208023412
ISCA2	0.152216933	0.079527448	0.065032012	-0.064303021	0.02533406	0.291640476	0.16233588	0.125176728	0.666835884	0.129505608	-0.07325049	0.241625816	-0.025548638	-0.211419952	0.094438366	0.08255225	-0.100526724	-0.088270323	0.217854946	1.172286021	0.48478904	-0.770257909	-0.071749981	-0.337969915	0.039076194	-0.010435524	-0.008492443
ISCU	-0.702588479	0.018880665	0.068635162	0.444007949	0.402163704	-0.065089858	-0.255856531	0.196497004	0.488188891	0.022023105	0.127199914	-0.781575524	-0.060464429	0.056859338	-0.17078481	-0.226483825	0.282210178	-0.127874901	-0.108049327	0.095652216	-0.304024489	0.35578481	0.07895206	-0.14199416	-0.318175888	-0.008644592	-0.185931768
ISG15	-1.392706792	0.562417956	-1.359734132	-0.708828195	-1.822409888	-0.980510795	-2.006235637	-0.971412698	-1.528419224	0.460053931	0.774830781	-0.568872841	-1.138071617	0.886595565	-0.769236294	-0.608414128	-0.76824217	-0.73697126	-0.751587556	-1.063614116	-0.751947045	-1.572162958	-0.975814209	-0.412013443	0.709890225	-1.120413882	-1.248394084
ISG20	-0.277992504	0.260215428	-0.593450419	0.454617251	-0.200569704	-0.358979904	-0.016477689	0.105615855	-0.531021375	1.344011462	-0.074863696	-0.007931128	-0.347484058	-0.021789143	-0.374993646	-0.236739017	-1.087491129	0.493414011	0.152863596	-0.148292636	0.642659229	-0.189289002	-0.339582728	0.466061542	1.264905712	0.668309938	-0.216234328
ISG20L2	-0.089243287	-0.168372723	0.126486236	0.033432478	-0.182543108	-0.164159788	0.936282873	0.104515098	-0.488196988	-1.707637895	0.088576608	-0.178822313	-0.391421791	-0.329398648	0.419032136	0.136299711	0.180699148	-0.1110201	-0.281290033	-0.672921244	0.714421101	-0.025837818	-0.243963707	0.258689415	-0.53715987	0.006125673	-0.230366335
ISLR	0.001412088	-0.54023512	0.718832044	-0.099041722	-0.026287208	-0.259263004	-0.820353366	0.378765263	0.251298667	0.863784905	0.610628193	0.590336761	-0.343164285	0.685869113	0.238468595	-0.382681457	-1.410932234	0.662841448	-0.060486309	-0.185135635	0.438617814	-0.022551632	0.071660166	-0.974300694	0.439372439	0.340166215	0.585807043
ISOC1	1.166783048	0.135235197	-0.82317003	1.439952632	-0.213729648	-0.418372704	-0.917741217	-0.380129121	0.927286507	1.310036847	-0.943556366	0.871853369	-1.147913855	0.36129713	0.511295404	-0.742863588	-0.642618587	-0.197436915	-0.304279545	1.465651937	-0.367628109	-0.551058828	-0.341672156	-0.934815556	0.86490664	-0.187984673	-0.365046984
