"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"500","LFNG_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.708333333333333,0.208333333333333
"501","LG3BP_HUMAN","AR_vs_STA",-1.40725512194946,0.843984388900085,-1.66739472963884,10,0.126400254081521,0.34985216308832,NA,0.452380952380952,0.30952380952381
"502","LGMN_HUMAN","AR_vs_STA",-0.608525353403805,0.362695217303428,-1.67778709057174,3,0.191981526938105,0.43153773754159,NA,0.791666666666667,0
"503","LIRA5_HUMAN","AR_vs_STA",-1.03826622571597,0.47032644117191,-2.2075438138858,7,0.0630253087855026,0.261833143834064,NA,0.666666666666667,0.229166666666667
"504","LMAN2_HUMAN","AR_vs_STA",-1.6608519565879,0.808528804739327,-2.05416547543209,9,0.0701394104372146,0.277422919494681,NA,0.634259259259259,0.321759259259259
"505","LMNA_HUMAN","AR_vs_STA",1.83978467118781,1.09915147548373,1.67382268251801,3,0.192758971358124,0.43153773754159,NA,0.895833333333333,0
"506","LPD6B_HUMAN","AR_vs_STA",0.136924087477411,0.791447636383916,0.173004607232147,4,0.871049321266006,0.939661279783534,NA,0.833333333333333,0
"507","LPHN1_HUMAN","AR_vs_STA",-0.673746080251611,0.486877696049174,-1.38380970358429,8,0.203798270909311,0.439988125550791,NA,0.777777777777778,0.194444444444444
"508","LRC15_HUMAN","AR_vs_STA",-1.15827429538957,1.28173319621121,-0.903678159240487,4,0.417268792863183,0.623262247567792,NA,0.886904761904762,0.101190476190476
"509","LRC19_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.861111111111111,0
"510","LRP1_HUMAN","AR_vs_STA",-0.177662756207683,0.687433891932372,-0.25844340567538,4,0.808818206311593,0.90793922206985,NA,0.666666666666667,0.0833333333333333
"511","LRP2_HUMAN","AR_vs_STA",-1.46404467805426,0.472572259012478,-3.09803347558664,9,0.0127628942272822,0.161125421497176,NA,0.73468137254902,0.368259803921569
"512","LRP3_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0
"513","LTBP1_HUMAN","AR_vs_STA",0.205557015496947,0.402687449656038,0.510462930177055,7,0.625426202041547,0.788272221138693,NA,0.805555555555556,0.305555555555556
"514","LTBP2_HUMAN","AR_vs_STA",-1.57739168644486,0.841629777363053,-1.87421088092564,9,0.0936674895824865,0.304949115298519,NA,0.44047619047619,0.0952380952380952
"515","LTBP3_HUMAN","AR_vs_STA",0.186536093082265,0.709214263564352,0.263017966030147,6,0.801335462874294,0.904857269082935,NA,0.583333333333333,0.0277777777777778
"516","LTBP4_HUMAN","AR_vs_STA",-0.552053357661712,0.401413930461433,-1.37527204655582,8,0.206325655257644,0.439995674465096,NA,0.6875,0.104166666666667
"517","LUM_HUMAN;CON__Q05443","AR_vs_STA",0.279722218831404,0.38681348538793,0.723144950727027,10,0.486160712783274,0.680240681127584,NA,0.76010101010101,0.214646464646465
"518","LV001_HUMAN","AR_vs_STA",-0.88044603922936,0.518860358809355,-1.69688438185902,3,0.188285874461962,0.431412294883718,NA,0.861111111111111,0
"519","LV101_HUMAN","AR_vs_STA",-1.59616356051344,0.496623604721912,-3.21403079784584,9,0.0105902491419581,0.16056971068777,NA,0.555555555555556,0.472222222222222
"520","LV102_HUMAN;LV209_HUMAN;LV206_HUMAN;LV207_HUMAN","AR_vs_STA",-1.32167024718104,0.707541931371936,-1.86797444586543,9,0.0946036050588963,0.304949115298519,NA,0.541666666666667,0
"521","LV104_HUMAN;LV107_HUMAN;LV109_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.944444444444444,0
"522","LV105_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.75,0
"523","LV106_HUMAN","AR_vs_STA",0.046696476395616,0.600151577673642,0.0778078041161283,4,0.941717632115642,0.972625536899654,NA,0.75,0.0833333333333333
"524","LV205_HUMAN","AR_vs_STA",-0.248831673107157,0.998538942350467,-0.249195762482163,3,0.819296611677715,0.912047171490286,NA,0.875,0.0833333333333333
"525","LV211_HUMAN","AR_vs_STA",-0.401811070677114,0.431867841366611,-0.930402850570248,10,0.374077839827803,0.587940816452039,NA,0.416666666666667,0.0833333333333333
"526","LV301_HUMAN","AR_vs_STA",2.23803790534992,0.689146309796244,3.24755117097214,9,0.0100366185522809,0.159547603406662,NA,0.736111111111111,0.347222222222222
"527","LV302_HUMAN","AR_vs_STA",-0.964948894157477,0.433698180554867,-2.22493184758796,9,0.0531345991501027,0.243161012222183,NA,0.625,0.236111111111111
"528","LV403_HUMAN","AR_vs_STA",1.83108275689076,0.92376945323122,1.98218586952175,8,0.0827682284979008,0.297461450642202,NA,0.375,0.208333333333333
"529","LV501_HUMAN;LV701_HUMAN","AR_vs_STA",1.35348774728965,0.894572832653229,1.51299893970099,4,0.204830187274964,0.439988125550791,NA,0.8125,0.0625
"530","LY6D_HUMAN","AR_vs_STA",-1.9667737236649,0.83910081815095,-2.3439063353542,10,0.0410651529352788,0.219022680263394,NA,0.527777777777778,0.327777777777778
"531","LY6H_HUMAN","AR_vs_STA",0.135572461013593,0.730906912978736,0.185485263042706,9,0.856961354108592,0.933929589435953,NA,0.638888888888889,0.25
"532","LYAG_HUMAN","AR_vs_STA",-2.36103969741328,0.968539640542228,-2.43773161012953,10,0.0349844679289415,0.206935818599328,NA,0.632575757575758,0.40530303030303
"533","LYAM1_HUMAN","AR_vs_STA",-0.00259503920147597,0.327355729228579,-0.00792727595631591,3,0.994172699647889,0.994215755067899,NA,0.930555555555556,0.0694444444444444
"534","LYPD2_HUMAN","AR_vs_STA",0.0956252417745906,0.646037436544985,0.148018112210332,5,0.888112516051959,0.945539340398176,NA,0.416666666666667,0
"535","LYPD3_HUMAN","AR_vs_STA",-2.05577751054459,0.7836345113624,-2.62338817489098,3,0.0787714901592913,0.288964844729421,NA,0.766666666666667,0.1
"536","LYSC_HUMAN","AR_vs_STA",-0.568891836198818,1.0394216504888,-0.547315746147189,7,0.601167494989223,0.771062656616612,NA,0.926666666666667,0.106666666666667
"537","LYVE1_HUMAN","AR_vs_STA",-0.515360672133644,0.637327976897915,-0.808627097530025,9,0.43958111186371,0.637122087834824,NA,0.671296296296296,0.282407407407407
"538","MA1A1_HUMAN","AR_vs_STA",-0.0948934163532674,0.4134078743405,-0.22953945060831,5,0.827544038121481,0.916160979684151,NA,0.90625,0.125
"539","MA2B1_HUMAN","AR_vs_STA",0.529598839503792,0.195226350733847,2.71274260627756,2,0.113263665892336,0.331366427486669,NA,0.833333333333333,0
"540","MA2B2_HUMAN","AR_vs_STA",0.672607804764445,0.316865387158692,2.12269257553079,4,0.10103529331173,0.316517644534092,NA,0.927083333333333,0.0520833333333333
"541","MADCA_HUMAN","AR_vs_STA",-1.07423181472192,0.59928840118663,-1.79251227388161,8,0.110813540191246,0.329647001913453,NA,0.694444444444444,0.157407407407407
"542","MAGD2_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.75,0
"543","MASP2_HUMAN","AR_vs_STA",-1.16146243674788,0.978827244818391,-1.18658572582272,10,0.262816032840915,0.486506818023597,NA,0.556666666666667,0.396666666666667
"544","MAT2B_HUMAN","AR_vs_STA",0.943301711028522,0.590986799307401,1.59614683802415,10,0.141540073344253,0.372918800890963,NA,0.291666666666667,0.291666666666667
"545","MATN3_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.989583333333333,0
"546","MATN4_HUMAN","AR_vs_STA",-1.0927630459081,0.953040158531547,-1.14660755491336,7,0.289221502605456,0.506853524367977,NA,0.678571428571429,0.428571428571429
"547","MDHC_HUMAN","AR_vs_STA",0.524592700936992,0.190147291284516,2.75887548748747,1,0.221376502513995,0.462164045332673,NA,0.916666666666667,0
"548","MDR1_HUMAN;MDR3_HUMAN","AR_vs_STA",-0.252872348784233,0.325869401346804,-0.775992921517401,5,0.47284284819312,0.664365994766411,NA,0.880952380952381,0.214285714285714
"549","MEGF8_HUMAN","AR_vs_STA",-0.864454495394129,0.31435107895666,-2.74996509718776,6,0.0332932705316238,0.206935818599328,NA,0.714285714285714,0.380952380952381
"550","MEP1A_HUMAN","AR_vs_STA",-0.0584322859339264,0.917136550573223,-0.0637116532945999,1,0.959494648683537,0.974185518368753,NA,0.984375,0
"551","MGA_HUMAN;MGAL1_HUMAN","AR_vs_STA",-1.32198806084145,0.693275895285081,-1.90687152089406,9,0.0889055646931765,0.304949115298519,NA,0.75,0.255747126436782
"552","MIF_HUMAN","AR_vs_STA",-0.900888709992066,0.570736370252461,-1.57846732212556,4,0.189599855730821,0.43153773754159,NA,0.5,0
"553","MIME_HUMAN","AR_vs_STA",0.313833696170976,1.73739028729736,0.180635116050504,2,0.873301019911815,0.939661279783534,NA,0.966666666666667,0.0111111111111111
"554","MINP1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"555","MMP7_HUMAN","AR_vs_STA",0.145252203688681,0.626996797047818,0.231663390263864,4,0.828168117228611,0.916160979684151,NA,0.875,0.0625
"556","MMP9_HUMAN","AR_vs_STA",0.26019925521179,1.15919952209288,0.224464598417028,6,0.829844521246155,0.916583340159559,NA,0.9375,0.0416666666666667
"557","MMRN1_HUMAN","AR_vs_STA",-1.49083768587198,0.413130463879291,-3.60863653547364,6,0.011249323022305,0.16056971068777,NA,0.638888888888889,0.0833333333333333
"558","MMRN2_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.888888888888889,0.0555555555555556
"559","MOES_HUMAN","AR_vs_STA",-0.0177242506824804,0.38746743656801,-0.0457438458299176,6,0.964998902295984,0.977373543486767,NA,0.84375,0.21875
"560","MRC2_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.791666666666667,0
"561","MSLN_HUMAN","AR_vs_STA",-0.235642568096769,0.686233685490591,-0.3433853118538,6,0.743021019690559,0.862391609739207,NA,0.851851851851852,0.148148148148148
"562","MSMB_HUMAN","AR_vs_STA",0.571227797316106,1.80159973792366,0.317066985130917,2,0.781230675139254,0.887819130013791,NA,0.953703703703704,0.0277777777777778
"563","MT1X_HUMAN;MT2_HUMAN;MT1G_HUMAN;MT1M_HUMAN;MT1E_HUMAN;CON__P67983;MT1H_HUMAN;MT1A_HUMAN","AR_vs_STA",0.985098537789218,0.736524135941068,1.33749661378108,3,0.273421162733001,0.49793816041151,NA,0.916666666666667,0
"564","MUC1_HUMAN","AR_vs_STA",-0.667430607730346,0.707691349331699,-0.943109744609183,8,0.373230183648826,0.587940816452039,NA,0.678571428571429,0.273809523809524
"565","MUC2_HUMAN","AR_vs_STA",1.6714702455857,NA,NA,0,NA,NA,NA,0.995726495726496,0
"566","MUC5B_HUMAN","AR_vs_STA",-1.42127759781337,1.11859532050059,-1.27059140313346,5,0.25978281660791,0.486506818023597,NA,0.916666666666667,0.135416666666667
"567","MUC18_HUMAN","AR_vs_STA",-0.616113932036671,0.504510459625115,-1.22121141451554,8,0.256771843379856,0.486506818023597,NA,0.654761904761905,0.25
"568","MUC20_HUMAN","AR_vs_STA",0.148511758023786,2.40303026614537,0.061801867465452,4,0.953685445339137,0.974185518368753,NA,0.875,0
"569","MUCB_HUMAN","AR_vs_STA",1.49234827666498,1.75438344859244,0.850639737773578,5,0.433804860097361,0.634574051547379,NA,0.8,0.15
"570","MUCL1_HUMAN","AR_vs_STA",-1.75533296464045,0.547609823034657,-3.20544462645506,8,0.0125095953705772,0.161032609497612,NA,0.5,0.333333333333333
"571","MXRA8_HUMAN","AR_vs_STA",-1.4887473822024,0.935701046923864,-1.59105024740187,9,0.146061855090237,0.381593333593681,NA,0.645833333333333,0.431547619047619
"572","MYH9_HUMAN","AR_vs_STA",0.148506606953593,0.343323772964116,0.432555560226569,2,0.707512607714855,0.837657067327956,NA,0.928571428571429,0.0238095238095238
"573","MYLK_HUMAN","AR_vs_STA",-0.131650361330248,0.52916332757137,-0.248789654291552,4,0.815775421109343,0.912047171490286,NA,0.694444444444444,0.194444444444444
"574","NAGAB_HUMAN","AR_vs_STA",0.218805932672132,0.195358388375969,1.12002322752089,5,0.313600211402451,0.531043806675003,NA,0.854166666666667,0
"575","NAPSA_HUMAN","AR_vs_STA",-1.18534543344788,0.312159500387371,-3.79724285814442,6,0.00899677407995836,0.159547603406662,NA,0.75,0.12037037037037
"576","NCAM1_HUMAN","AR_vs_STA",-0.517782837211615,0.41601134660788,-1.24463633368073,6,0.259675829128253,0.486506818023597,NA,0.923611111111111,0.0347222222222222
"577","NEGR1_HUMAN","AR_vs_STA",-1.35848286359434,0.283773856693255,-4.7872023146332,9,0.000991256916075711,0.116968316096934,NA,0.625,0.236111111111111
"578","NEO1_HUMAN","AR_vs_STA",-1.54504818676768,0.3344846840085,-4.61918963897438,5,0.00573961979510029,0.145130386247536,NA,0.678571428571429,0.178571428571429
"579","NEP_HUMAN","AR_vs_STA",-1.54583104635481,0.37174535009566,-4.1583063405017,7,0.00425074032548278,0.143310673830562,NA,0.841666666666667,0.254166666666667
"580","NEUR1_HUMAN","AR_vs_STA",-0.615511214316628,0.35928069763701,-1.71317640598242,7,0.130405693391618,0.356475795062801,NA,0.733333333333333,0.183333333333333
"581","NEUR3_HUMAN","AR_vs_STA",-0.413517867058779,0.583847769094277,-0.708263161988731,7,0.501678650462787,0.696448008877751,NA,0.25,0
"582","NGAL_HUMAN","AR_vs_STA",-3.02431706370311,0.628740116220129,-4.81012263363241,3,0.0171097124047053,0.178142299743108,NA,0.766666666666667,0.1
"583","NHLC3_HUMAN","AR_vs_STA",-0.368744355021325,0.409782599195332,-0.899853619322559,7,0.398096260462004,0.606133661090535,NA,0.777777777777778,0.194444444444444
"584","NHRF1_HUMAN","AR_vs_STA",0.568903809943479,0.870201382178295,0.653761096677869,3,0.559906869351095,0.737566569506114,NA,0.916666666666667,0.0357142857142857
"585","NID1_HUMAN","AR_vs_STA",-1.31121655874191,0.740732917986174,-1.7701610484744,10,0.10712446448035,0.323486032747387,NA,0.644444444444444,0.377777777777778
"586","NOTC3_HUMAN","AR_vs_STA",0.237920361955596,0.508048867664672,0.468302120324044,3,0.671493674902039,0.818577213728423,NA,0.583333333333333,0
"587","NOV_HUMAN","AR_vs_STA",0.0797389755613869,0.793384317528017,0.100504854708791,9,0.922146825832798,0.961531594535524,NA,0.691666666666667,0.195833333333333
"588","NPC2_HUMAN","AR_vs_STA",-0.856250566234516,0.439140830342637,-1.94983136859862,7,0.0921904446795625,0.304949115298519,NA,0.843137254901961,0.240196078431373
"589","NTF2_HUMAN","AR_vs_STA",-0.863140419830656,0.745608853292162,-1.15763166708596,7,0.284983271140938,0.502466060526643,NA,0.652777777777778,0.152777777777778
"590","NTRI_HUMAN","AR_vs_STA",-0.949081615559558,0.252859552938724,-3.75339434294401,7,0.00713634653903217,0.157891667176087,NA,0.685185185185185,0.351851851851852
"591","NUCB1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.90625,0.0729166666666667
"592","OAF_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.944444444444444,0
"593","ODO2_HUMAN","AR_vs_STA",-0.434992697618299,0.291665129517785,-1.49141139476454,5,0.196053975116741,0.432418113341597,NA,0.783333333333333,0.25
"594","OLFM4_HUMAN","AR_vs_STA",-0.344225638723077,0.619165234892891,-0.555951173167247,8,0.593447937060979,0.76811908489794,NA,0.875,0.1875
"595","OLR1_HUMAN","AR_vs_STA",-1.08173616706525,0.570269527695446,-1.89688579615454,8,0.0944196548167286,0.304949115298519,NA,0.479166666666667,0.3125
"596","OMD_HUMAN","AR_vs_STA",-0.341516310553143,0.67980285080402,-0.502375519827878,6,0.633304768584273,0.792190417239692,NA,0.833333333333333,0.1
"597","OPCM_HUMAN","AR_vs_STA",-0.694183647282429,0.447883606075928,-1.54991975117023,8,0.159756056264725,0.394102048207058,NA,0.533333333333333,0.366666666666667
"598","OSCAR_HUMAN","AR_vs_STA",-2.13735725710433,0.514211698265906,-4.15657065817876,9,0.00246022318227213,0.136236159217257,NA,0.507575757575758,0.340909090909091
"599","OSTP_HUMAN;CON__P31096","AR_vs_STA",-0.999934210236146,0.885245473622987,-1.12955585770326,10,0.285029903188695,0.502466060526643,NA,0.414728682170543,0.321705426356589
"600","OX2G_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.75,0
"601","P3IP1_HUMAN","AR_vs_STA",-2.3112858682755,0.872409721229824,-2.64931237242211,10,0.0243417691816283,0.183340133836094,NA,0.794871794871795,0.256410256410256
"602","PAG15_HUMAN","AR_vs_STA",0.133708245017882,0.28254855809325,0.473222181419712,3,0.668357398288118,0.817631987151096,NA,0.833333333333333,0.111111111111111
"603","PAIRB_HUMAN","AR_vs_STA",0.680405501757421,1.51475578012973,0.449184951582855,3,0.683764674332156,0.823766616566335,NA,0.583333333333333,0
"604","PAPP2_HUMAN","AR_vs_STA",-1.38704841006835,0.575608579898483,-2.40970767029389,9,0.0392678404029594,0.215516519420893,NA,0.858465608465608,0.28042328042328
"605","PARK7_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.944444444444444,0
"606","PCD12_HUMAN","AR_vs_STA",0.886737976521497,0.320488986259439,2.76682823603702,6,0.0325586889364642,0.206935818599328,NA,0.583333333333333,0.25
"607","PCD16_HUMAN","AR_vs_STA",-0.893633628632976,0.474951603325604,-1.88152565940565,7,0.10193709946304,0.316541519385229,NA,0.633333333333333,0.233333333333333
"608","PCDGK_HUMAN","AR_vs_STA",-0.246849530831077,1.00636891695802,-0.245287316282818,6,0.814408237816553,0.912047171490286,NA,0.739583333333333,0.40625
"609","PCDH1_HUMAN","AR_vs_STA",-1.07997224237461,0.58051288665731,-1.86037600059711,4,0.136341089815831,0.365642013597003,NA,0.875,0.125
"610","PCDH8_HUMAN","AR_vs_STA",0.365264130576631,0.654307715730054,0.558245183107893,5,0.600749802964509,0.771062656616612,NA,0.416666666666667,0
"611","PCOC1_HUMAN","AR_vs_STA",-0.612121875064818,0.738066519566284,-0.829358680874082,10,0.426255410532455,0.627419606355463,NA,0.682795698924731,0.360215053763441
"612","PCP_HUMAN","AR_vs_STA",-0.725806394880737,0.454699081075805,-1.59623457598265,8,0.149103150063643,0.384149286061073,NA,0.666666666666667,0.380952380952381
"613","PCSK1_HUMAN","AR_vs_STA",-1.36424761120537,0.593506161609734,-2.29862417519845,10,0.0443580462888655,0.223268660305767,NA,0.479166666666667,0.479166666666667
"614","PD1L2_HUMAN","AR_vs_STA",-1.36622991348558,0.444611359992815,-3.07286326086598,4,0.0371890767393035,0.212337631705055,NA,0.75,0
"615","PDC6I_HUMAN","AR_vs_STA",-0.60992985267542,0.436672323418459,-1.39676782787749,7,0.205170027975857,0.439988125550791,NA,0.791666666666667,0.354166666666667
"616","PDGFB_HUMAN","AR_vs_STA",-0.692877522542325,0.589584919630843,-1.17519546289643,8,0.27370583103999,0.49793816041151,NA,0.333333333333333,0.166666666666667
"617","PDIA1_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.987179487179487,0
"618","PEBP1_HUMAN","AR_vs_STA",-1.52752762093446,0.613154868492204,-2.49125905938049,7,0.0415199778535555,0.219022680263394,NA,0.651515151515151,0.333333333333333
"619","PEBP4_HUMAN","AR_vs_STA",-0.965498808065261,0.56527242370241,-1.70802389711753,8,0.126012516022418,0.34985216308832,NA,0.773809523809524,0.130952380952381
"620","PECA1_HUMAN","AR_vs_STA",0.606298163604227,1.65985283409949,0.365272240495441,4,0.733403319177517,0.855587153347784,NA,0.791666666666667,0.166666666666667
"621","PEDF_HUMAN;CON__Q95121","AR_vs_STA",0.765676007631827,0.60065553338953,1.27473396159539,10,0.231225524036071,0.46907642125369,NA,0.882183908045977,0.192528735632184
"622","PENK_HUMAN","AR_vs_STA",1.14911658383216,0.344809009789339,3.33261762659339,6,0.0157554039871748,0.170384455975002,NA,0.791666666666667,0.125
"623","PEPA3_HUMAN;PEPA5_HUMAN;PEPA4_HUMAN","AR_vs_STA",-2.67845606302552,1.05270058907198,-2.54436645218061,10,0.0291441375229857,0.194660843078056,NA,0.455555555555556,0.322222222222222
"624","PEPL_HUMAN","AR_vs_STA",1.09938804923388,2.67863754163717,0.410428074774887,1,0.752059741711876,0.870029897274524,NA,0.875,0
"625","PERM_HUMAN;PERE_HUMAN","AR_vs_STA",-2.00750384432436,1.24808979939798,-1.6084610620908,5,0.168646810125955,0.404752344302292,NA,0.905172413793103,0.166666666666667
"626","PERP1_HUMAN","AR_vs_STA",0.724076807104667,NA,NA,0,NA,NA,NA,0.916666666666667,0
"627","PGAM1_HUMAN;PGAM2_HUMAN;PGAM4_HUMAN","AR_vs_STA",-0.676023056256768,0.428233187957699,-1.57863303281283,6,0.165498062924404,0.402655080929477,NA,0.787037037037037,0.157407407407407
"628","PGBM_HUMAN","AR_vs_STA",-1.58181426448929,0.531652755564439,-2.97527709192427,10,0.0139196405022863,0.161559106157684,NA,0.58442265795207,0.336056644880174
"629","PGCA_HUMAN","AR_vs_STA",-0.510249137254948,1.10580523072737,-0.461427675576573,10,0.654365587354681,0.807126891719711,NA,0.758620689655172,0.275862068965517
"630","PGCB_HUMAN","AR_vs_STA",0.0881935400379835,0.728603210088102,0.121044676741569,9,0.906315019805055,0.955489989034916,NA,0.527777777777778,0.444444444444444
"631","PGCP_HUMAN","AR_vs_STA",-1.11193164375219,0.563627012911988,-1.97281467757796,8,0.0839772104158749,0.298356844685888,NA,0.694444444444444,0.25
"632","PGFRA_HUMAN","AR_vs_STA",1.72625472397678,0.346549944795537,4.98125811272387,4,0.00759055965541044,0.15863837944353,NA,0.625,0.125
"633","PGFRB_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.833333333333333,0
"634","PGK1_HUMAN;PGK2_HUMAN","AR_vs_STA",-1.35954081184338,0.344147779994623,-3.95045643433941,8,0.00423330639216024,0.143310673830562,NA,0.659090909090909,0.340909090909091
"635","PGRP1_HUMAN","AR_vs_STA",-3.18669872231866,0.51368912787091,-6.2035549312219,10,0.000100983656347475,0.0238321428980042,NA,0.55,0.39
"636","PGRP2_HUMAN;CON__ENSEMBL:ENSBTAP00000016285","AR_vs_STA",-0.439148095641539,0.339809629302319,-1.29233564258664,10,0.225304632669836,0.462777353996538,NA,0.796875,0.390625
"637","PGS1_HUMAN","AR_vs_STA",-0.375211962808206,0.391191722547158,-0.959151079079836,6,0.374521621779477,0.587940816452039,NA,0.777777777777778,0.222222222222222
"638","PHP14_HUMAN","AR_vs_STA",0.0182638176046251,0.332306955022061,0.0549606841765096,7,0.957705546003318,0.974185518368753,NA,0.5,0.25
"639","PI16_HUMAN","AR_vs_STA",0.636011867703059,0.728499264930659,0.87304393884817,10,0.403116247062698,0.609842527607671,NA,0.67948717948718,0.294871794871795
"640","PIGR_HUMAN","AR_vs_STA",-1.2657727048524,0.725427468071639,-1.74486459441235,10,0.111603885835795,0.329976090085669,NA,0.526246719160105,0.353018372703412
"641","PIP_HUMAN","AR_vs_STA",-2.18463690274092,0.482068851972717,-4.53179435634758,7,0.00269393535175366,0.136236159217257,NA,0.848958333333333,0.130208333333333
"642","PLBL2_HUMAN","AR_vs_STA",0.428204670122608,0.365922405930108,1.17020620542267,3,0.326423290231276,0.539971237111551,NA,0.875,0.0833333333333333
"643","PLD3_HUMAN","AR_vs_STA",-0.392187354793141,0.397102187095137,-0.987623255520328,4,0.379247549139206,0.588301792823297,NA,0.75,0.125
"644","PLMN_HUMAN;PLGB_HUMAN;CON__P06868;PLGA_HUMAN","AR_vs_STA",-0.310648313938153,0.574200793282905,-0.541009900320877,10,0.60034401075,0.771062656616612,NA,0.706896551724138,0.310344827586207
"645","PLSL_HUMAN","AR_vs_STA",-1.52336824772777,1.76061108045824,-0.865249721892737,1,0.545911236358316,0.728919281574509,NA,0.944444444444444,0.0277777777777778
"646","PODXL_HUMAN","AR_vs_STA",-1.08201374067247,0.610082107389172,-1.77355429304904,6,0.126500217161878,0.34985216308832,NA,0.785714285714286,0.357142857142857
"647","PPAL_HUMAN","AR_vs_STA",-1.55372829614406,0.462092222770303,-3.36237707449231,8,0.00989682415592563,0.159547603406662,NA,0.462962962962963,0.296296296296296
"648","PPAP_HUMAN","AR_vs_STA",-1.54578489023609,0.663988072357507,-2.3280311116851,8,0.0483099455218277,0.229553298184255,NA,0.790322580645161,0.301075268817204
"649","PPBI_HUMAN;PPB1_HUMAN;PPBN_HUMAN","AR_vs_STA",-0.371051102680647,NA,NA,0,NA,NA,NA,0.958333333333333,0
"650","PPGB_HUMAN","AR_vs_STA",-1.3276763223279,0.484676786561277,-2.7393024777349,6,0.0337669038769011,0.206935818599328,NA,0.803571428571429,0.279761904761905
"651","PPIA_HUMAN;PAL4A_HUMAN","AR_vs_STA",-0.876587115186194,0.212601539091493,-4.12314566927456,8,0.00332973963507666,0.143310673830562,NA,0.643939393939394,0.325757575757576
"652","PPR28_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.666666666666667,0
"653","PPT2_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.708333333333333,0.0416666666666667
"654","PRDX1_HUMAN;PRDX4_HUMAN","AR_vs_STA",0.101441391807087,0.406001059334215,0.249854992924001,9,0.808309080112184,0.90793922206985,NA,0.8125,0.194444444444444
"655","PRDX2_HUMAN","AR_vs_STA",-0.724265197593455,0.537074851172606,-1.34853679335786,6,0.22615955435424,0.462777353996538,NA,0.916666666666667,0.0753968253968254
"656","PRDX5_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.916666666666667,0
"657","PRG2_HUMAN","AR_vs_STA",-1.53383132034562,0.392799161035883,-3.90487422707478,6,0.00793919032812695,0.159547603406662,NA,0.833333333333333,0.214285714285714
"658","PRG4_HUMAN","AR_vs_STA",0.0440658434225943,0.819746878437997,0.0537554269271028,10,0.958188774917299,0.974185518368753,NA,0.643939393939394,0.28030303030303
"659","PRIO_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.9375,0
"660","PROF1_HUMAN;CON__P02584","AR_vs_STA",0.241904484187288,0.876268631652939,0.276062015059212,6,0.791762641661923,0.896908720474627,NA,0.916666666666667,0.0648148148148148
"661","PROM1_HUMAN","AR_vs_STA",-0.482917347965508,0.521865482799084,-0.925367482392832,8,0.381840992890741,0.590269482459922,NA,0.769230769230769,0.217948717948718
"662","PROP_HUMAN","AR_vs_STA",0.55896927507355,0.584652423643221,0.95607108166998,5,0.382943931519453,0.590684757114973,NA,0.866666666666667,0.216666666666667
"663","PROS_HUMAN","AR_vs_STA",1.50800880528736,NA,NA,0,NA,NA,NA,0.833333333333333,0
"664","PROZ_HUMAN","AR_vs_STA",-0.678004148038908,0.516964063695996,-1.31151117776266,5,0.246676535991432,0.478885550296225,NA,0.767543859649123,0.166666666666667
"665","PRSS8_HUMAN","AR_vs_STA",-1.84422278330371,0.777453749733141,-2.37213182640991,9,0.0417627992027658,0.219022680263394,NA,0.651515151515151,0.234848484848485
"666","PRTN3_HUMAN","AR_vs_STA",Inf,NA,NA,NA,NA,0,"oneConditionMissing",0.9,0
"667","PSCA_HUMAN","AR_vs_STA",-1.2308557006348,1.27513594994791,-0.965274095428863,8,0.362676387469995,0.578321807046749,NA,0.7,0.2
